    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      0.00000
    -3.80000      2.50000
    -3.40000      2.50000
    -3.00000     12.50000
    -2.60000     27.50000
    -2.20000     27.50000
    -1.80000     60.00000
    -1.40000     62.50000
    -1.00000     82.50000
    -0.60000    117.50000
    -0.20000     95.00000
     0.20000    122.50000
     0.60000     82.50000
     1.00000     52.50000
     1.40000     95.00000
     1.80000     65.00000
     2.20000     37.50000
     2.60000     32.50000
     3.00000     17.50000
     3.40000      7.50000
     3.80000      2.50000
     4.20000      0.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      0.00000
    -3.80000      2.50000
    -3.40000      7.50000
    -3.00000     22.50000
    -2.60000     52.50000
    -2.20000     52.50000
    -1.80000     75.00000
    -1.40000    100.00000
    -1.00000    150.00000
    -0.60000    185.00000
    -0.20000    170.00000
     0.20000    177.50000
     0.60000    185.00000
     1.00000    112.50000
     1.40000    140.00000
     1.80000     92.50000
     2.20000     65.00000
     2.60000     42.50000
     3.00000     37.50000
     3.40000     17.50000
     3.80000      5.00000
     4.20000      0.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
