           1           0        3957         397        1383        1876          96
  1   -0.16   -0.02     0.18  0.010     2.12    -4.26    -0.06     0.17 10086    2.09   -4.25
 -1    0.04    0.76    -0.22  0.010    -0.38     2.17    -0.04     0.17 10004   -0.35    2.11
  1   -0.24   -0.35    -0.10  0.010    -0.38     2.17    -0.04     0.17 10004   -0.35    2.11
  2    0.26    0.13    -0.35  0.006    -1.36    -5.49    -0.07     0.17 20039   -1.31   -5.48
  3   -0.39    0.10    -0.24  0.199    -1.36    -5.49    -0.07     0.17 20039   -1.31   -5.48
  2   -0.23   -0.32     0.05  0.006    -1.36    -5.49    -0.07     0.17 20039   -1.31   -5.48
 -1    0.17    0.07    -0.04  0.010    -0.13     1.46    -0.06     0.17 20011   -0.02    1.48
  3   -1.00   -0.25    -0.46  0.199    -0.13     1.46    -0.06     0.17 20011   -0.02    1.48
  2    0.28    0.85    -0.12  0.006    -1.58     1.80    -0.03     0.17 10104   -1.64    1.64
 -2    0.14    0.22    -0.06  0.006    -1.58     1.80    -0.03     0.17 10104   -1.64    1.64
  1    0.17    0.02     0.28  0.010    -3.01    -1.22    -0.00     0.17     1   -2.97   -1.32
 -3   -0.40    0.62    -0.28  0.199    -3.01    -1.22    -0.00     0.17     1   -2.97   -1.32
  1   -0.16    0.38    -0.23  0.010     1.35     0.41     0.02     0.17 10137    1.31    0.39
  3    0.34   -0.17     0.25  0.199     1.35     0.41     0.02     0.17 10137    1.31    0.39
  2    0.06   -0.13     0.10  0.006     1.35     0.41     0.02     0.17 10137    1.31    0.39
  3    0.23   -0.54     0.07  0.199     1.41     1.52     0.05     0.17 20124    1.32    1.55
 -1    0.40    0.36     0.27  0.010     1.41     1.52     0.05     0.17 20124    1.32    1.55
  1   -0.36    0.82     0.39  0.010     0.34     1.64     0.11     0.17 10134    0.39    1.54
 -2   -0.23    0.37     0.93  0.006     0.34     1.64     0.11     0.17 10134    0.39    1.54
 -1   -0.81    0.21    -0.26  0.010    -2.96    -1.30    -0.05     0.17 20190   -2.80   -1.33
  2   -0.35    0.00    -0.13  0.006    -2.96    -1.30    -0.05     0.17 20190   -2.80   -1.33
  1   -0.13   -0.27     0.52  0.010    -1.12    -3.59     0.10     0.18 10131   -1.05   -3.61
  1    0.12   -0.09     0.24  0.010    -1.12    -3.59     0.10     0.18 10131   -1.05   -3.61
  1   -0.66    0.47     0.27  0.010    -1.12    -3.59     0.10     0.18 10131   -1.05   -3.61
  1   -0.20   -0.21    -0.46  0.010     1.21    -4.20    -0.02     0.18 20076    1.17   -4.18
 -1    0.46    0.06     0.36  0.010     1.21    -4.20    -0.02     0.18 20076    1.17   -4.18
 -2    1.00   -0.16    -0.54  0.006     2.87     2.67    -0.11     0.18 20144    2.76    2.70
  1    0.26   -0.17    -0.68  0.010     2.87     2.67    -0.11     0.18 20144    2.76    2.70
 -1    0.22    0.43    -0.72  0.010    -0.31    -2.64    -0.12     0.18 20158   -0.42   -2.69
  1    0.99    0.06    -0.69  0.010    -0.31    -2.64    -0.12     0.18 20158   -0.42   -2.69
 -2    0.54   -0.00    -0.34  0.006    -0.52     3.23    -0.01     0.18 10191   -0.64    3.28
  1    0.20   -0.32     0.30  0.010    -0.52     3.23    -0.01     0.18 10191   -0.64    3.28
  3    0.22   -0.03    -0.05  0.199    -1.43    -5.02     0.07     0.18 10057   -1.43   -4.98
  1   -0.25   -0.27     0.80  0.010    -1.43    -5.02     0.07     0.18 10057   -1.43   -4.98
  2    0.00   -0.01    -0.18  0.006    -1.43    -5.02     0.07     0.18 10057   -1.43   -4.98
