           1        3957
 event,miss,iscat,jscat=           1           0          97          67
     2   -0.049    0.196      0.168  0.006     3.57    -1.97    -0.08     0.23
 event,miss,iscat,jscat=           1           0         230         229
     2    0.067    0.118     -0.070  0.006     1.36     0.37     0.05     0.22
     3    0.340   -0.172      0.252  0.199     1.35     0.41     0.02     0.17
     2    0.244    0.139     -0.002  0.006     1.37     0.38     0.04     0.23
     3    0.163   -0.193      0.183  0.199     1.39     0.39     0.05     0.23
 event,miss,iscat,jscat=           1           0         185          88
     2   -0.458    0.210     -0.241  0.006     1.49     1.24     0.00     0.21
     2    0.646   -0.159     -0.469  0.006     1.40     1.14    -0.08     0.20
     2    0.503    0.309     -0.044  0.006     1.47     1.25    -0.01     0.23
     2   -0.315   -0.257     -0.665  0.006     1.42     1.13    -0.09     0.23
