           1           0         197         197   3.86094236    
    -6.014      0.633   -17     0     -3.489  2212  2212
    -3.155      3.527   -18     0     -3.457  2212  2212
    -2.981      1.222   -19     3     -3.450     0  2212
    -5.579     -1.447   -20     0     -3.436  2212  2212
    -5.022      0.505   -21     3     -3.423     0  2212
    -0.859     -2.064   -22     3     -3.333     0  2212
     4.190      0.823   -23     3     -3.314     0  2212
     1.087      0.808   -24     3     -3.256     0  2212
     0.885     -3.073   -25     3     -3.136     0  2212
     1.537      0.963   -26     3     -3.128     0  2212
     3.912      4.196   -27     3     -3.118     0  2212
    -4.583     -4.376   -28     0     -3.102  2212  2212
    -4.331     -1.825   -29     3     -3.094     0  2212
    -5.153      3.886   -30     0     -3.093  2212  2212
     1.514      5.060   -31     3     -2.849     0  2112
    -0.811      0.881   -32     3     -2.830     0  2212
    -4.588      1.750   -33     1     -2.827  2212  2212
    -3.849     -3.899   -34     3     -2.768     0  2212
     1.563     -2.690   -35     3     -2.664     0  2212
     0.576     -4.559   -36     3     -2.397     0  2212
     3.981     -0.551   -37     3     -2.303     0  2212
    -0.303      1.659   -38     3     -2.246     0  2212
    -1.311     -5.483   -39     3     -2.144     0  2212
    -6.432      2.260   -40     3     -2.137     0  2212
     0.465      5.796   -41     3     -2.132     0  2212
    -2.659     -2.831   -42     0     -2.128  2212  2212
    -7.210      3.409   -43     3     -2.094     0  2212
    -1.991     -3.189   -44     3     -2.081     0  2212
     3.942      2.073   -45     3     -2.061     0  2112
    -5.942     -4.224   -46     3     -2.053     0  2212
    -1.796      0.675   -47     3     -2.031     0  2212
    -3.163     -3.793   -48     3     -1.970     0  2212
    -3.869      4.723   -49     0     -1.969  2212  2212
    -3.426      1.352   -50     3     -1.920     0  2212
    -3.068      0.917   -51     3     -1.740     0  2212
    -3.176      2.997   -52     3     -1.734     0  2212
    -1.603     -5.387   -53     3     -1.719     0  2212
    -2.075      4.463   -54     3     -1.672     0  2212
    -3.403     -1.265   -55     3     -1.619     0  2212
     4.157     -1.876   -56     3     -1.568     0  2212
    -7.517      3.604   -57     0     -1.503  2212  2212
     3.160      0.067   -58     3     -1.400     0  2212
    -3.998     -0.396   -59     0     -1.400  2212  2212
    -1.036      2.646   -60     3     -1.199     0  2212
    -6.161     -3.149   -61     3     -1.198     0  2212
    -1.395     -3.278   -62     3     -1.066     0  2212
    -4.273      4.317   -63     0     -1.059  2212  2212
    -0.574      3.357   -64     3     -0.953     0  2212
    -6.623     -1.054   -65     2     -0.918  2212  2212
    -3.383     -5.466   -66     3     -0.908     0  2212
     1.580     -4.617   -67     3     -0.807     0  2212
     0.771      6.557   -68     3     -0.793     0  2212
     2.326     -0.061   -69     3     -0.737     0  2212
    -4.031      1.900   -70     3     -0.677     0  2212
    -6.520     -1.929   -71     0     -0.673  2212  2212
    -0.381      7.273   -72     0     -0.549  2212  2212
    -7.622     -2.660   -73     0     -0.525  2212  2212
    -0.858     -1.310   -74     3     -0.481     0  2112
     0.430     -0.012   -75     3     -0.435     0  2212
     1.167     -4.181   -76     3     -0.366     0  2212
    -3.127      0.028   -77     3     -0.353     0  2212
    -3.600      3.619   -78     3     -0.343     0  2212
    -2.313      1.004   -79     3     -0.316     0  2212
    -4.248      3.479   -80     3     -0.313     0  2112
     4.665      2.874   -81     3     -0.288     0  2112
    -2.024     -0.043   -82     3     -0.269     0  2112
    -1.661     -0.876   -83     3     -0.146     0  2212
    -5.430      2.063   -84     3     -0.135     0  2112
    -4.495     -2.547   -85     1     -0.103  2112  2112
     0.726     -4.710   -86     3     -0.049     0  2112
    -7.490      1.081   -87     0     -0.049  2112  2112
    -4.639      1.066   -88     1      0.103  2112  2112
     3.393     -2.112   -89     3      0.115     0  2112
    -1.544     -0.534   -90     3      0.130     0  2112
    -1.650      5.975   -91     3      0.169     0  2112
     1.573      1.308   -92     3      0.173     0  2112
    -6.926      1.481   -93     0      0.241  2112  2112
    -0.394     -5.579   -94     3      0.258     0  2112
    -2.691     -2.048   -95     3      0.318     0  2112
     0.819      2.604   -96     3      0.401     0  2112
    -8.348     -0.161   -97     0      0.405  2112  2112
    -3.468      2.438   -98     3      0.415     0  2112
     0.364      5.225   -99     3      0.491     0  2112
    -6.996     -0.725  -100     3      0.599     0  2112
     2.746     -3.572  -101     3      0.646     0  2112
    -3.054      5.379  -102     0      0.669  2112  2112
    -3.519     -2.262  -103     3      0.685     0  2112
    -2.812      3.698  -104     3      0.733     0  2112
    -2.090      8.511  -105     0      0.734  2112  2112
    -1.504      4.169  -106     3      0.743     0  2112
    -1.490      4.817  -107     3      0.755     0  2112
    -3.134      1.398  -108     3      0.813     0  2112
    -7.075     -4.856  -109     0      0.935  2112  2112
     2.353     -1.133  -110     3      1.145     0  2112
     0.663     -1.256  -111     3      1.154     0  2112
    -5.149      0.125  -112     0      1.162  2112  2112
     1.885      4.798  -113     3      1.167     0  2112
     0.308      2.485  -114     3      1.196     0  2112
    -2.572     -4.005  -115     3      1.289     0  2112
   -10.105      0.312  -116     0      1.328  2112  2112
    -2.659     -1.209  -117     3      1.349     0  2112
    -3.100      1.248  -118     3      1.396     0  2112
    -4.754     -1.453  -119     3      1.443     0  2112
    -5.012      4.761  -120     0      1.459  2112  2112
    -5.695     -3.592  -121     0      1.475  2112  2112
    -5.155      3.883  -122     0      1.549  2112  2112
     4.170     -1.310  -123     3      1.563     0  2112
     1.324      1.548  -124     3      1.582     0  2112
    -3.910      5.348  -125     3      1.590     0  2212
    -6.599     -0.511  -126     3      1.596     0  2112
    -2.538      5.112  -127     3      1.658     0  2112
    -7.228      1.859  -128     0      1.665  2112  2112
    -4.171      0.788  -129     3      1.684     0  2112
    -1.220      0.428  -130     3      1.696     0  2112
     0.584     -0.906  -131     3      1.700     0  2112
     0.279     -4.473  -132     3      1.728     0  2112
    -1.068     -1.966  -133     3      1.773     0  2112
     4.074     -3.416  -134     3      1.789     0  2112
    -9.089     -0.381  -135     0      1.805  2112  2112
     4.550     -5.772  -136     3      1.805     0  2112
     5.836      0.910  -137     3      1.835     0  2112
    -2.458      3.087  -138     3      2.167     0  2112
     0.630      2.215  -139     3      2.248     0  2112
    -0.218     -0.175  -140     3      2.349     0  2112
    -8.592      0.329  -141     0      2.350  2112  2112
    -5.904     -3.277  -142     0      2.356  2112  2112
    -2.644      2.524  -143     3      2.395     0  2112
     2.756      2.698  -144     3      2.410     0  2112
    -0.718      5.056  -145     3      2.553     0  2112
    -4.916      5.943  -146     0      2.587  2112  2112
    -5.914     -1.611  -147     0      2.604  2112  2112
